candidate_id,candidate_label,validation_layer,ring,truth,top_class_mean_prob,class_support,indeterminate,operational_call,switch_rate_from_base,top_prob_abs_shift
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP17010,resident,0.5475015061432872,1,FALSE,resident,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19350,NZ migrant,0.4052243937642227,0.79,TRUE,indeterminate,0.21,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19983,resident,0.3793739282172558,0.896,TRUE,indeterminate,0.104,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP9059,resident,0.43774887972146737,0.996,TRUE,indeterminate,0.004,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,04258275,AU migrant,0.4427674667604762,1,TRUE,indeterminate,0,1.5596429720488023e-6
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16536,NZ migrant,0.3720267516244756,0.78,TRUE,indeterminate,0.22,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16652,resident,0.3687184527872725,0.874,TRUE,indeterminate,0.126,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16667,AU migrant,0.3731087738462317,0.766,TRUE,indeterminate,0.234,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16784,resident,0.39007821908990425,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16990,NZ migrant,0.3925081028619356,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19311,NZ migrant,0.4097493782365369,0.982,TRUE,indeterminate,0.018,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19312,AU migrant,0.4087086386881443,0.998,TRUE,indeterminate,0.002,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19327,NZ migrant,0.3862785693623704,0.988,TRUE,indeterminate,0.012,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19340,AU migrant,0.4367012391857264,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19361,resident,0.3629296317580316,0.724,TRUE,indeterminate,0.276,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19908,resident,0.38034132450578473,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19922,resident,0.45571578594002904,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,04258275,AU migrant,0.6095319608700718,0.99,FALSE,resident,0.01,0.0019626728905141
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16536,NZ migrant,0.47730227486476984,0.938,TRUE,indeterminate,0.062,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16652,resident,0.5084992270806588,0.888,FALSE,resident,0.112,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16667,AU migrant,0.4643112625289256,0.666,TRUE,indeterminate,0.334,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16784,resident,0.5824794430253518,1,FALSE,resident,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16990,NZ migrant,0.5170716132622114,0.906,FALSE,NZ migrant,0.094,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19311,NZ migrant,0.474449065302379,0.928,TRUE,indeterminate,0.072,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19312,AU migrant,0.642188193302061,1,FALSE,NZ migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19327,NZ migrant,0.40002052729344295,0.568,TRUE,indeterminate,0.432,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19340,AU migrant,0.6748289975843261,1,FALSE,AU migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19361,resident,0.520007914905614,0.968,FALSE,resident,0.032,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19908,resident,0.47859096508352095,0.982,TRUE,indeterminate,0.018,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19922,resident,0.5129880370124392,0.886,FALSE,resident,0.114,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16534,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,0
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16641,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16906,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16938,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP17011,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19346,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19365,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19368,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19907,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19923,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16534,AU migrant,0.4011431138181728,0.704,TRUE,indeterminate,0.296,5.260640921609938e-4
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16641,NZ migrant,0.4443947218914478,0.986,TRUE,indeterminate,0.014,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16906,resident,0.495258527306021,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16938,NZ migrant,0.4435452091915287,0.926,TRUE,indeterminate,0.074,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP17011,NZ migrant,0.403023804539718,0.978,TRUE,indeterminate,0.022,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19346,resident,0.4556100425124026,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19365,AU migrant,0.5635594530469779,1,FALSE,AU migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19368,AU migrant,0.5071639370849513,1,FALSE,AU migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19907,resident,0.39485700842655214,0.56,TRUE,indeterminate,0.44,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19923,resident,0.5223387335216868,1,FALSE,resident,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16461,resident,0.3913043478260869,1,TRUE,indeterminate,0,0
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16507,resident,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16533,AU migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16945,NZ migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16953,NZ migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19314,AU migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19360,NZ migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19366,AU migrant,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19371,resident,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19921,resident,0.3913043478260869,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16461,resident,0.3862211227815929,1,TRUE,indeterminate,0,1.1201379712094672e-4
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16507,resident,0.4314633636958502,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16533,AU migrant,0.374583824041217,0.998,TRUE,indeterminate,0.002,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16945,NZ migrant,0.3521604079405339,0.584,TRUE,indeterminate,0.416,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16953,NZ migrant,0.38462696144608577,0.952,TRUE,indeterminate,0.048,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19314,AU migrant,0.38445391415196506,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19360,NZ migrant,0.4330515005497829,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19366,AU migrant,0.3569497021544769,0.986,TRUE,indeterminate,0.014,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19371,resident,0.3979138071422107,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19921,resident,0.4368443846498077,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16409,resident,0.39130434782608686,1,TRUE,indeterminate,0,0
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16501,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16529,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16543,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16627,resident,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16643,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16656,AU migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16958,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19915,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19931,NZ migrant,0.39130434782608686,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16409,resident,0.7052515133523503,1,FALSE,resident,0,0.02778244598551538
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16501,resident,0.5179495548663419,0.95,FALSE,resident,0.05,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16529,AU migrant,0.7506634761278929,1,FALSE,NZ migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16543,resident,0.4814360843840316,0.76,TRUE,indeterminate,0.24,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16627,resident,0.6678493319915604,1,FALSE,resident,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16643,AU migrant,0.37873970340013313,0.502,TRUE,indeterminate,0.498,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16656,AU migrant,0.6974408596527598,1,FALSE,AU migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16958,NZ migrant,0.6241589269901436,1,FALSE,NZ migrant,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19915,NZ migrant,0.40010888387312926,0.792,TRUE,indeterminate,0.208,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19931,NZ migrant,0.43684531303587776,0.838,TRUE,indeterminate,0.162,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,04258275,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,0
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16461,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16470,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16507,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16533,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16609,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16641,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16667,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16815,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16990,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19350,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19921,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19922,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,04258275,AU migrant,0.4549450522632061,0.942,TRUE,indeterminate,0.058,9.526781188354816e-4
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16461,resident,0.3751397873873076,0.78,TRUE,indeterminate,0.22,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16470,resident,0.42635131978989943,0.978,TRUE,indeterminate,0.022,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16507,resident,0.5616613663106008,1,FALSE,resident,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16533,AU migrant,0.43966244333729937,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16609,NZ migrant,0.4572481138010443,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16641,NZ migrant,0.4799197235546238,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16667,AU migrant,0.38650879832623614,0.802,TRUE,indeterminate,0.198,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16815,AU migrant,0.3865001281023823,0.556,TRUE,indeterminate,0.444,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP16990,NZ migrant,0.41532679253190113,0.72,TRUE,indeterminate,0.28,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19350,NZ migrant,0.3716122172260729,0.684,TRUE,indeterminate,0.316,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19921,resident,0.49137140722293593,1,TRUE,indeterminate,0,NA
r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,repeated_stratified_cv,CP19922,resident,0.4870582143970186,0.994,TRUE,indeterminate,0.006,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16140,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,0
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16409,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16446,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16501,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16529,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16536,NZ migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16627,resident,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP16642,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
r2_a_breast_cn,Rung 2 A: Breast-only C/N,repeated_stratified_cv,CP19314,AU migrant,0.3953488372093024,1,TRUE,indeterminate,0,NA
